id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,age,logLot,predictedPrice,residual,residualPct
"2325-Beachfront-Dr,-Frisco,-TX-75036","2325 Beachfront Dr, Frisco, TX 75036",75036,Single Family,Standard,2,2.0,1325,5793.0,2015,340000,101,256.6,0.2287,2,-9.33,1,11,8.664405571096625,396757.0,56757.0,14.3
"13237-Janet-Dr,-Frisco,-TX-75033","13237 Janet Dr, Frisco, TX 75033",75033,Single Family,Standard,3,2.0,1902,6055.0,2011,429900,74,226.03,0.3141,1,0.0,0,15,8.708639655987193,501677.0,71777.0,14.3
"1492-Troon-Dr,-Frisco,-TX-75036","1492 Troon Dr, Frisco, TX 75036",75036,Single Family,Standard,2,2.0,1533,5837.0,2010,345000,193,225.05,0.2626,1,0.0,0,16,8.671972245203792,402487.0,57487.0,14.3
"4511-Glen-Heather-Dr,-Frisco,-TX-75034","4511 Glen Heather Dr, Frisco, TX 75034",75034,Single Family,Standard,4,3.0,3505,10751.0,2000,770000,188,219.69,0.326,1,0.0,0,26,9.282754052485227,898571.0,128571.0,14.3
"4750-Haverford-Dr,-Frisco,-TX-75034","4750 Haverford Dr, Frisco, TX 75034",75034,Single Family,Standard,5,4.0,4043,7579.0,2002,825000,110,204.06,0.5334,1,0.0,0,24,8.93313654381203,962826.0,137826.0,14.3
"5113-Sandra-Dr,-Frisco,-TX-75036","5113 Sandra Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.0,1968,5532.0,2006,368500,316,187.25,0.3557,2,-6.59,1,20,8.61830469278465,429653.0,61153.0,14.2
"7350-Sprangletop-St,-Frisco,-TX-75033","7350 Sprangletop St, Frisco, TX 75033",75033,Townhouse,Standard,2,2.5,1840,2831.0,2018,374000,80,203.26,0.6499,1,0.0,0,8,7.9483852851118995,435792.0,61792.0,14.2
"3276-Mcgregor-Dr,-Frisco,-TX-75033","3276 Mcgregor Dr, Frisco, TX 75033",75033,Single Family,Standard,5,4.0,4286,8581.0,2013,870000,60,202.99,0.4995,1,0.0,0,13,9.057305735807121,1013906.0,143906.0,14.2
"9519-Amberwoods-Ln,-Frisco,-TX-75035","9519 Amberwoods Ln, Frisco, TX 75035",75035,Single Family,Standard,4,4.0,3426,8059.0,2013,650000,75,189.73,0.4251,1,0.0,0,13,8.994544758324512,756617.0,106617.0,14.1
"4191-Cherry-Ridge-Dr,-Frisco,-TX-75033","4191 Cherry Ridge Dr, Frisco, TX 75033",75033,Single Family,Standard,3,2.0,1919,7405.0,2004,429900,81,224.02,0.2591,1,0.0,0,22,8.909910726701899,499697.0,69797.0,14.0
