id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts
"2620-Harvest-Ln,-Prosper,-TX-75078","2620 Harvest Ln, Prosper, TX 75078",75078,Single Family,New Construction,4,4.5,3445,,2026,963680,36,279.73,,1,0.0,0
"2460-Harpole-Rd,-Prosper,-TX-75078","2460 Harpole Rd, Prosper, TX 75078",75078,Single Family,New Construction,4,4.5,3881,,2026,899990,43,231.9,,2,-7.88,1
"830-Hackberry-Dr,-Prosper,-TX-75078","830 Hackberry Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,4,4458,,,1367797,43,306.82,,2,-4.63,1
"821-Oleander-Ln,-Prosper,-TX-75078","821 Oleander Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,5,4017,,,1312499,43,326.74,,2,-2.7,1
"3848-Keya-Dr,-Prosper,-TX-75078","3848 Keya Dr, Prosper, TX 75078",75078,Single Family,New Construction,3,2.5,2249,,,387990,43,172.52,,1,0.0,0
"Bridges-Drive-&-Crescent-Ln,-Prosper,-TX-75078","Bridges Drive & Crescent Ln, Prosper, TX 75078",75078,Single Family,New Construction,4,,3422,,,778990,43,227.64,,1,0.0,0
"2550-Whitewood-Dr,-Prosper,-TX-75078","2550 Whitewood Dr, Prosper, TX 75078",75078,Single Family,Standard,5,5.5,4362,8712,2024,1249900,43,286.54,0.5007,1,0.0,0
"2420-Forestbrook-Dr,-Prosper,-TX-75078","2420 Forestbrook Dr, Prosper, TX 75078",75078,Single Family,Standard,4,4.5,3790,8276,2023,1098000,43,289.71,0.458,1,0.0,0
"16501-Stillhouse-Hollow-Ct,-Prosper,-TX-75078","16501 Stillhouse Hollow Ct, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,2704,5619,2016,529000,43,195.64,0.4812,2,-1.86,1
"1130-Arlong-Park-Dr,-Prosper,-TX-75078","1130 Arlong Park Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4470,,2026,1199900,42,268.43,,3,-6.23,2
"970-Speargrass-Ln,-Prosper,-TX-75078","970 Speargrass Ln, Prosper, TX 75078",75078,Single Family,Standard,4,2.5,3242,7144,2020,624990,42,192.78,0.4538,3,-10.59,2
"15513-Bryant-Park-Ave,-Prosper,-TX-75078","15513 Bryant Park Ave, Prosper, TX 75078",75078,Single Family,Standard,4,3,2930,8015,2016,625000,42,213.31,0.3656,1,0.0,0
"1160-Arlong-Park-Dr,-Prosper,-TX-75078","1160 Arlong Park Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4014,,2026,1064900,41,265.3,,3,-14.19,2
"2760-Live-Oak-Ln,-Prosper,-TX-75078","2760 Live Oak Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,5,4659,,2026,1330705,40,285.62,,1,0.0,0
"781-Elm-Park-Dr,-Prosper,-TX-75078","781 Elm Park Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3389,7797,2020,690000,40,203.6,0.4347,2,-1.29,1
"660-Neale-St,-Prosper,-TX-75078","660 Neale St, Prosper, TX 75078",75078,Single Family,Standard,5,4.5,4212,12763,2022,1089800,40,258.74,0.33,3,-7.64,2
"5611-Coventry-Dr,-Prosper,-TX-75078","5611 Coventry Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3,2928,6403,2014,424900,40,145.12,0.4573,1,0.0,0
"1061-Georgetown-Pl,-Prosper,-TX-75078","1061 Georgetown Pl, Prosper, TX 75078",75078,Single Family,New Construction,6,4,4191,,2025,997881,34,238.1,,1,0.0,0
"1021-Keller-Dr,-Prosper,-TX-75078","1021 Keller Dr, Prosper, TX 75078",75078,Single Family,New Construction,4,6,4201,,,1149900,34,273.72,,1,0.0,0
"2541-Fountain-St,-Prosper,-TX-75078","2541 Fountain St, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4201,,,1349000,34,321.11,,2,-3.57,1
"2971-Mockingbird-Ln,-Prosper,-TX-75078","2971 Mockingbird Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,,3505,,,924900,34,263.88,,5,-5.13,2
"1500-Gentle-Way,-Prosper,-TX-75078","1500 Gentle Way, Prosper, TX 75078",75078,Single Family,Standard,5,4.5,4346,49179,1999,1599999,33,368.15,0.0884,1,0.0,0
