id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"7014-18th-Pl,-Lubbock,-TX-79416","7014 18th Pl, Lubbock, TX 79416",79416,Single Family,New Construction,3,2,2037.0,5663,2025.0,348500.0,112.0,171.08,0.3597,1.0,0.0,0.0,5.6,16.7,2.8,8.9,24.0,36
"2316-48th-St,-Lubbock,-TX-79412","2316 48th St, Lubbock, TX 79412",79412,Single Family,Standard,4,1,1304.0,7841,1955.0,165000.0,100.0,126.53,0.1663,2.0,137.41,0.0,11.1,11.1,0.0,8.9,27.6,27
"2101-Edgewood-St,-Lubbock,-TX-79415","2101 Edgewood St, Lubbock, TX 79415",79415,Single Family,New Construction,3,2,1307.0,6534,2026.0,188499.0,96.0,144.22,0.2,1.0,0.0,0.0,13.3,6.7,0.0,8.3,11.3,15
"2702-20th-St,-Lubbock,-TX-79410","2702 20th St, Lubbock, TX 79410",79410,Single Family,Standard,4,3.5,2530.0,7405,1927.0,441500.0,95.0,174.51,0.3417,1.0,0.0,0.0,18.2,0.0,0.0,8.2,20.7,11
"5602-Orlando-Ave,-Lubbock,-TX-79413","5602 Orlando Ave, Lubbock, TX 79413",79413,Single Family,Standard,4,4.5,7215.0,16553,1998.0,1000000.0,104.0,138.6,0.4359,1.0,0.0,0.0,10.0,5.0,10.0,8.2,24.3,20
"4615-138th-Pl,-Lubbock,-TX-79424","4615 138th Pl, Lubbock, TX 79424",79424,Single Family,New Construction,4,3,2311.0,7405,2026.0,550000.0,90.0,237.99,0.3121,1.0,0.0,0.0,14.6,4.2,0.0,8.0,54.1,48
"324-E-76th-St,-Lubbock,-TX-79404","324 E 76th St, Lubbock, TX 79404",79404,Single Family,Standard,3,2,1430.0,5227,2024.0,220000.0,95.0,153.85,0.2736,1.0,0.0,0.0,5.9,11.8,5.9,7.9,88.5,17
"15009-Norwood-Ave,-Lubbock,-TX-79423","15009 Norwood Ave, Lubbock, TX 79423",79423,Single Family,New Construction,4,3.5,3200.0,10890,2026.0,952500.0,96.0,297.66,0.2938,1.0,0.0,0.0,7.3,4.9,7.3,6.5,92.0,41
"1624-70th-St,-Lubbock,-TX-79412","1624 70th St, Lubbock, TX 79412",79412,Single Family,Standard,3,2,1283.0,6970,1965.0,169000.0,94.0,131.72,0.1841,1.0,0.0,0.0,3.7,7.4,11.1,6.5,32.8,27
"4003-140th-St,-Lubbock,-TX-79423","4003 140th St, Lubbock, TX 79423",79423,Single Family,Standard,4,4,3716.0,24394,2017.0,1125000.0,94.0,302.74,0.1523,1.0,0.0,0.0,2.4,2.4,7.3,3.4,95.3,41
"8810-N-FM-1264,-Lubbock,-TX-79415","8810 N FM 1264, Lubbock, TX 79415",79415,Single Family,Standard,3,2,2226.0,52272,1969.0,350000.0,91.0,157.23,0.0426,1.0,0.0,0.0,6.7,0.0,0.0,3.0,21.3,15
