id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"6245-Ryeworth-Dr,-Frisco,-TX-75035","6245 Ryeworth Dr, Frisco, TX 75035",75035,Single Family,Standard,4,4,4302.0,8712,2004.0,800000.0,76.0,185.96,0.4938,1.0,0.0,0.0,91.5,68.1,2.1,65.4,-17.9,141
"4216-Vista-Terrace-Dr,-Frisco,-TX-75036","4216 Vista Terrace Dr, Frisco, TX 75036",75036,Single Family,Standard,5,4,3875.0,9148,2013.0,775000.0,158.0,200.0,0.4236,1.0,0.0,0.0,76.0,89.0,0.0,65.3,-13.2,100
"248-Burnswick-Isles-Way,-Frisco,-TX-75036","248 Burnswick Isles Way, Frisco, TX 75036",75036,Single Family,Standard,2,2,2240.0,7057,2006.0,459500.0,80.0,205.13,0.3174,2.0,-8.1,1.0,70.0,43.0,94.0,65.3,-10.9,100
"775-Burr-Oak-Dr,-Frisco,-TX-75033","775 Burr Oak Dr, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,3576.0,8756,2006.0,699900.0,115.0,195.72,0.4084,1.0,0.0,0.0,85.3,75.2,2.3,65.2,-17.5,129
"14563-Carlos-St,-Frisco,-TX-75035","14563 Carlos St, Frisco, TX 75035",75035,Single Family,Standard,5,4,3937.0,7710,2016.0,700000.0,49.0,177.8,0.5106,2.0,-12.5,1.0,95.0,10.6,93.6,65.2,-21.5,141
"1465-Talley-Ln,-Frisco,-TX-75033","1465 Talley Ln, Frisco, TX 75033",75033,Single Family,Standard,5,4.5,4180.0,9496,2012.0,837500.0,116.0,200.36,0.4402,1.0,0.0,0.0,82.2,78.3,2.3,64.8,-15.5,129
"13442-Four-Willows-Dr,-Frisco,-TX-75035","13442 Four Willows Dr, Frisco, TX 75035",75035,Single Family,Standard,4,2.5,2888.0,7405,2006.0,550000.0,58.0,190.44,0.39,2.0,-2.65,1.0,87.9,26.2,79.4,64.6,-15.9,141
"5095-Havasu-Dr,-Frisco,-TX-75036","5095 Havasu Dr, Frisco, TX 75036",75036,Single Family,Standard,3,2.5,3248.0,9453,2013.0,675000.0,200.0,207.82,0.3436,1.0,0.0,0.0,68.0,97.0,0.0,64.5,-9.8,100
"3340-Betony-St,-Frisco,-TX-75033","3340 Betony St, Frisco, TX 75033",75033,Single Family,Standard,4,3,2532.0,3833,2024.0,699500.0,178.0,276.26,0.6606,2.0,-6.67,1.0,30.2,95.3,86.8,64.3,16.5,129
"9519-Amberwoods-Ln,-Frisco,-TX-75035","9519 Amberwoods Ln, Frisco, TX 75035",75035,Single Family,Standard,4,4,3426.0,8059,2013.0,650000.0,75.0,189.73,0.4251,1.0,0.0,0.0,90.1,66.0,2.1,64.0,-16.2,141
